Timestamp;Ping in ms;Total DL in Mb/s;Speedtest DL in Mb/s;Other DL in Mb/s;Internal LAN DL in Mb/s;Total UL in Mb/s;Speedtest UL in Mb/s;Other UL in Mb/s;Internal LAN UL in Mb/s
2018-07-18 13:20:52;46.3245;105.896928;94.7706222049846;11.126305795015398;0.266892;34.991396;26.53822922243808;8.453166777561922;0.430312
2018-07-18 13:29:37;43.769999999999996;105.89772;52.896539751070954;53.00118024892905;1.99256;35.648292;24.92399031789802;10.724301682101977;2.200368
2018-07-18 13:37:14;46.661;105.895992;38.264924539012;67.631067460988;0.221556;31.65366;24.66671100731894;6.986948992681057;0.186152
2018-07-18 13:43:11;45.9555;105.884848;92.98456474694433;12.900283253055676;0.181176;23.536692;23.641621823756385;-0.10492982375638604;7.254628
2018-07-18 13:58:02;46.346999999999994;105.890756;88.47489839739112;17.41585760260888;0.149304;30.151896;23.502886295676284;6.649009704323717;7.160804
